,상호명,상권업종소분류코드,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,위도,경도
165380,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 공항대로 509,37.55211257345171,126.863215520457
165497,티바두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,하계1동,하계동,서울특별시 노원구 공릉로58길 97,37.6356772797415,127.07383831595399
165499,네네치킨거여점,Q05A08,후라이드/양념치킨,서울특별시,송파구,거여1동,거여동,서울특별시 송파구 성내천로 136,37.498964185679895,127.143488203221
165546,A-HA커피앤치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 서초대로74길 27,37.495279878663396,127.027240747836
165570,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 백련산로 157,37.5989574050234,126.925761330433
165613,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,장위3동,장위동,서울특별시 성북구 월계로40길 7,37.6228602945652,127.048395632063
165619,오리엔탈루,Q05A08,후라이드/양념치킨,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 남산공원길 105,37.5511113627592,126.98785574876001
165727,사또양념치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 효창원로94다길 30,37.5492990228028,126.963820367703
165749,강정이기가막혀,Q05A08,후라이드/양념치킨,서울특별시,송파구,송파2동,송파동,서울특별시 송파구 가락로18길 10-1,37.5016310966194,127.1117334599
165938,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 허준로 139,37.564605772216,126.85625682560301
165966,팔봉닭강정,Q05A08,후라이드/양념치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 163,37.553562914256794,126.945721078575
166157,바니치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,방화1동,방화동,서울특별시 강서구 양천로24길 68,37.5702739380296,126.815214346548
166251,본스치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,보광동,보광동,서울특별시 용산구 장문로 111,37.5265775900275,127.00182016316099
166252,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉로43길 11,37.626058099805,127.07894230855601
166363,굽네치킨376대치14동,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 삼성로 229,37.4975903515716,127.061115835308
166378,치킨뱅이,Q05A08,후라이드/양념치킨,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 보라매로2길 34,37.489470770527205,126.929604159406
166414,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 테헤란로 328,37.5036999247156,127.047659417286
166466,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,옥수동,옥수동,서울특별시 성동구 한림말3길 29,37.5436394516289,127.015296575646
166514,치킨사냥,Q05A08,후라이드/양념치킨,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙본로1길 5,37.5385401931287,126.87043706137
166524,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙8로 86,37.5606143638196,126.83690651439899
166559,모스치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 충민로 66,37.477608217824,127.124940952848
166577,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 구천면로42길 4,37.546374150396,127.134322747609
166689,자담치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,목5동,목동,서울특별시 양천구 목동서로 70,37.537038288471706,126.87640010461
166957,큰집닭강정,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계5동,상계동,서울특별시 노원구 한글비석로24길 5,37.661283127742706,127.071344150766
167014,너와나누룽지통닭구이,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 곰달래로 138-2,37.530496390199396,126.84830370733499
167069,본스치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계4동,중계동,서울특별시 노원구 한글비석로15길 51,37.6553731682369,127.07374105635
167160,찜했어요,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 국회단지27길 15,37.491139185697705,126.94076411373399
167181,교촌치킨위례송파점,Q05A08,후라이드/양념치킨,서울특별시,송파구,위례동,장지동,서울특별시 송파구 위례광장로 136,37.4771132063071,127.142222616189
167214,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,장위2동,장위동,서울특별시 성북구 돌곶이로25길 12-9,37.6114827847636,127.055449766209
167383,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학3동,방학동,서울특별시 도봉구 시루봉로 101,37.6598390854644,127.027443650574
167603,자담치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 무학로 114,37.574358689461,127.03085455653299
167700,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡동로 62,37.5605394004382,126.83387431159099
167734,원혜치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,신사동,신사동,서울특별시 강남구 강남대로 620,37.5171400358269,127.019683334093
167865,옐로우문,Q05A08,후라이드/양념치킨,서울특별시,종로구,이화동,동숭동,서울특별시 종로구 대학로 122,37.5821845648109,127.00223302562999
167993,BBQ치킨봉은사역점,Q05A08,후라이드/양념치킨,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 611,37.51471467511929,127.059385563017
168175,치킨팩토리,Q05A08,후라이드/양념치킨,서울특별시,서초구,양재2동,양재동,서울특별시 서초구 마방로6길 7-69,37.475354743282296,127.044570921738
168478,그린맘치킨구의점,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로 194,37.54483431107771,127.08544232563999
168568,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 휘경로 47,37.594718933289,127.06507188458299
168623,본촌치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로115길 9,37.5147744992717,127.058977586234
168647,BBQ치킨강북스타3호점,Q05A08,후라이드/양념치킨,서울특별시,강북구,삼각산동,미아동,서울특별시 강북구 삼양로27길 43,37.6185454617154,127.018829171863
168662,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 세무서길 83,37.5915072093981,126.946907174902
168713,호식이두마리치킨번동점,Q05A08,후라이드/양념치킨,서울특별시,강북구,번3동,번동,서울특별시 강북구 오현로 156,37.6262629480103,127.036887612816
168725,소문난소금구이껍데기,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 수색로 133,37.5744692104663,126.90537363725001
168909,브라운치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 25,37.4934611599069,127.01544686795799
168925,KFC,Q05A08,후라이드/양념치킨,서울특별시,강서구,우장산동,화곡동,서울특별시 강서구 강서로 242,37.5473766583893,126.83675011164101
169012,CHICKENBOX,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 동일로237마길 50,37.675645373685605,127.052063645021
169027,치킨프린스,Q05A08,후라이드/양념치킨,서울특별시,영등포구,신길1동,신길동,서울특별시 영등포구 여의대방로55길 18,37.5125608856234,126.92324551282199
169157,지도리치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,둔촌2동,둔촌동,서울특별시 강동구 진황도로 154,37.532269889881896,127.141353717835
169273,골라먹는닭,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산2동,독산동,서울특별시 금천구 시흥대로88가길 17,37.461709403152106,126.900169578911
169407,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 양녕로 117,37.4920698913059,126.94306917153799
169587,투마리치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,장충동,장충동2가,서울특별시 중구 동호로24길 35,37.5607924986436,127.00528015008899
169834,BHC치킨문정법조타운점,Q05A08,후라이드/양념치킨,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 법원로11길 7,37.485280082981895,127.11938998900101
170043,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,명일2동,명일동,서울특별시 강동구 구천면로 502,37.5490395274727,127.15397232066401
170096,계동치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 양천로51길 11,37.568259168085,126.84282105122801
170176,추닭집,Q05A08,후라이드/양념치킨,서울특별시,은평구,신사1동,신사동,서울특별시 은평구 은평로 57,37.5989330047978,126.914233402649
170313,디디치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,송천동,미아동,서울특별시 강북구 솔샘로67길 73,37.6204360620806,127.027345482773
170330,치킨덤,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 증가로 227,37.5817557761143,126.913848900442
170352,바른치킨방이점,Q05A08,후라이드/양념치킨,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 오금로11길 37,37.515700982967296,127.11111424001699
170603,치킨플러스,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 274,37.548968772848895,126.84749895633301
170676,개동치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 연서로41길 3,37.6255609099584,126.928301319396
170701,암사닭강정,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 고덕로10길 70,37.5517240508442,127.129100104626
170819,치킨시대,Q05A08,후라이드/양념치킨,서울특별시,은평구,증산동,증산동,서울특별시 은평구 증산로9길 13,37.5852503177721,126.908804966348
170886,참존숯불바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 공릉로 55,37.615722218111,127.078820619426
170950,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 올림픽로78길 15-4,37.5424295054834,127.12602841776001
171109,화통치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥대로 165,37.4478923007426,126.900710945942
171112,치킨매니아,Q05A08,후라이드/양념치킨,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 우이천로32길 65,37.6520178341486,127.024134552685
171259,핫썬치킨하우스,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,서교동,서울특별시 마포구 동교로 104,37.554415632258205,126.91355546385401
171451,디디치킨상계점,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 덕릉로 459-47,37.6472143982822,127.05951886771099
171462,옛골.별나라,Q05A08,후라이드/양념치킨,서울특별시,중구,회현동,남창동,서울특별시 중구 퇴계로 42,37.5576445252017,126.977467782453
171578,둘둘치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,명동,을지로2가,서울특별시 중구 명동9가길 10,37.565053715625,126.98403361911899
171675,치킨매니아플러스,Q05A08,후라이드/양념치킨,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 동소문로 248,37.6029158766342,127.023587192844
171716,부어,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 78,37.540426390586795,127.085213275788
171816,돌돌치킨영등포2호점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포동,영등포동3가,서울특별시 영등포구 영등포로 228,37.519274642511604,126.90667821726002
171856,꿀벌닭강정,Q05A08,후라이드/양념치킨,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림로 324,37.4831848164115,126.929976519165
171882,훌랄라참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,성북구,석관동,석관동,서울특별시 성북구 한천로78길 57,37.6129801644033,127.06470739039499
171983,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 논현로16길 5,37.476220460608,127.046888937563
172161,사또치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,청담동,청담동,서울특별시 강남구 삼성로149길 32,37.523212680482104,127.044922559426
172331,노랑통닯,Q05A08,후라이드/양념치킨,서울특별시,마포구,상암동,상암동,서울특별시 마포구 성암로15길 39,37.5770987477803,126.896504676549
172431,치킨앤런,Q05A08,후라이드/양념치킨,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 26,37.544875256352896,126.969007884773
172614,부어치킨창5동점,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 해등로16길 26,37.6556199541617,127.041472458996
172639,착한통닭,Q05A08,후라이드/양념치킨,서울특별시,구로구,가리봉동,가리봉동,서울특별시 구로구 남부순환로105길 58,37.4797837984497,126.889502823279
172679,리얼후라이개봉점,Q05A08,후라이드/양념치킨,서울특별시,구로구,개봉3동,개봉동,서울특별시 구로구 개봉로12길 12-1,37.488063356634996,126.85726660126998
172752,페리카나,Q05A08,후라이드/양념치킨,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현로11길 63,37.5613418978115,126.952131082118
172784,멕시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,길동,길동,서울특별시 강동구 진황도로 98,37.5357169194388,127.137093679478
172809,정성닭강정,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 상암로11길 29,37.5510559925879,127.128926800168
172814,비어라운지,Q05A08,후라이드/양념치킨,서울특별시,성북구,월곡2동,하월곡동,서울특별시 성북구 오패산로10길 30,37.6051282388077,127.03843995481199
172859,비비큐치킨앤비어,Q05A08,후라이드/양념치킨,서울특별시,금천구,가산동,가산동,서울특별시 금천구 디지털로9길 41,37.479043290734204,126.885500051856
172883,홍희통닭,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로13길 153,37.544868240675896,126.835476416314
173001,마실주점,Q05A08,후라이드/양념치킨,서울특별시,강동구,길동,길동,서울특별시 강동구 양재대로124길 61,37.542508957220605,127.145502470186
173037,네네치킨봉천현대점,Q05A08,후라이드/양념치킨,서울특별시,관악구,중앙동,봉천동,서울특별시 관악구 봉천로 441,37.4827804178097,126.949170090753
173296,허니닭강정,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월7동,신월동,서울특별시 양천구 지양로 82,37.5226880549544,126.833072254746
173386,보거스치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥3동,시흥동,서울특별시 금천구 시흥대로 98-1,37.4428500709781,126.90401676253
173549,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창2동,창동,서울특별시 도봉구 도봉로110라길 65,37.643269372082706,127.03626015729799
173737,페리카나,Q05A08,후라이드/양념치킨,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 길음로 74,37.609282908126,127.02101221790501
173826,요치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,번1동,번동,서울특별시 강북구 한천로123길 26,37.6362286998472,127.030323436453
174011,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,왕십리도선동,홍익동,서울특별시 성동구 고산자로 281,37.564813363741706,127.035958755641
174049,뉴맥시칸치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 탑골로3가길 10,37.4523120862774,126.91094263567301
174126,호치킨하우스,Q05A08,후라이드/양념치킨,서울특별시,양천구,목3동,목동,서울특별시 양천구 공항대로 562,37.5491174134509,126.86751614463499
174423,치키니아풍납점,Q05A08,후라이드/양념치킨,서울특별시,송파구,풍납2동,풍납동,서울특별시 송파구 풍성로 46,37.5340215801673,127.117402841965
174612,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,인헌동,봉천동,서울특별시 관악구 남부순환로248길 73,37.472921917512004,126.966424550264
174786,호식이두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,동화동,신당동,서울특별시 중구 다산로38길 60,37.562140439829705,127.018844968862
174871,와우말리는치킨파닭,Q05A08,후라이드/양념치킨,서울특별시,강북구,송중동,미아동,서울특별시 강북구 도봉로10가길 9,37.613177822883,127.031132532123
174943,닭강정치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 상암로11길 24,37.5506425450659,127.12906741958099
175000,지도리치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 구천면로34길 11,37.542508280173394,127.13182133023999
175112,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,37.520426902219,126.974876251724
175146,옛날통닭&닭강정,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 남부순환로 2561,37.4843413043288,127.030559918032
175210,호치킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,개봉1동,개봉동,서울특별시 구로구 남부순환로 775,37.5016296323754,126.847638925445
175284,처갓집양념치킨광희점,Q05A08,후라이드/양념치킨,서울특별시,중구,광희동,광희동1가,서울특별시 중구 마른내로 163,37.564656446514604,127.006168277385
175509,깐무치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,37.520426902219,126.974876251724
175510,옛날통닭,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 강서로16길 14,37.532709694431205,126.847047722784
175579,조우,Q05A08,후라이드/양념치킨,서울특별시,송파구,장지동,문정동,서울특별시 송파구 송이로31길 18,37.48918218287871,127.132857273242
175731,거성치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,청룡동,봉천동,서울특별시 관악구 청룡4길 30,37.4810988866509,126.944501380695
175875,오꾸꼬,Q05A08,후라이드/양념치킨,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 도봉로 389,37.64184095509071,127.029083392099
175937,강호동치킨678상도점,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 상도로 92,37.499628782528205,126.93095201355601
176108,옹헤야,Q05A08,후라이드/양념치킨,서울특별시,강서구,가양1동,가양동,서울특별시 강서구 양천로49길 34,37.5702133593848,126.84087773437099
176164,훌랄라참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,관악구,난곡동,신림동,서울특별시 관악구 법원단지길 67-6,37.474191307668704,126.92094722621201
176251,꼬닭스,Q05A08,후라이드/양념치킨,서울특별시,강북구,송천동,미아동,서울특별시 강북구 도봉로 45,37.613136834559896,127.02943405987601
176256,델리치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 51,37.5393146936965,127.084774235252
176558,땡큐맘치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2907,37.4920664967864,127.055417698378
176702,동키치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,정릉3동,정릉동,서울특별시 성북구 솔샘로18길 39,37.611127847984,127.007804133132
176782,창신통닭,Q05A08,후라이드/양념치킨,서울특별시,종로구,창신1동,창신동,서울특별시 종로구 종로51길 22,37.5729211261038,127.011786670657
176790,치킨뱅이수락산점,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 동일로242길 33,37.675372109593205,127.05731576874399
176856,도리쌀통닭북창동점,Q05A08,후라이드/양념치킨,서울특별시,중구,소공동,북창동,서울특별시 중구 세종대로14길 17-4,37.5630274234639,126.97789225147699
176859,누나홀닭뚝섬유원지점,Q05A08,후라이드/양념치킨,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양번영로 12,37.530716096374704,127.075194309369
176947,모모닭강정,Q05A08,후라이드/양념치킨,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 갈현로 261,37.620313049666294,126.916040809809
176962,킴스치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,정릉2동,정릉동,서울특별시 성북구 정릉로27길 35,37.6054788362043,127.013236141727
177183,페리카나,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계2동,월계동,서울특별시 노원구 월계로49길 5,37.6293023139357,127.05619859928998
177195,도리쌀통닭신내1호점,Q05A08,후라이드/양념치킨,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 신내로 62,37.604743226032,127.09574036963801
177200,도리쌀통닭금호1호점,Q05A08,후라이드/양념치킨,서울특별시,성동구,금호1가동,금호동1가,서울특별시 성동구 금호로 56,37.5484137350422,127.02600744270399
177225,지코바양념치킨오류1호점,Q05A08,후라이드/양념치킨,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 서해안로28길 5,37.492997025536496,126.842965531541
177256,최가네치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창3동,창동,서울특별시 도봉구 덕릉로58길 14,37.638462607647796,127.03905291238001
177309,잇츠닭강정,Q05A08,후라이드/양념치킨,서울특별시,영등포구,대림2동,대림동,서울특별시 영등포구 도림천로21길 30,37.4879462602925,126.902894620823
177408,치킨클럽,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 응암로 28,37.576104053197,126.90969695678801
177462,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,도봉2동,도봉동,서울특별시 도봉구 마들로 724,37.67456458146079,127.047645001897
177581,도도닭강정,Q05A08,후라이드/양념치킨,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 삼양로154길 36,37.655557123054294,127.015248393414
177605,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로44길 42,37.5601032798741,127.083784290519
177656,루시,Q05A08,후라이드/양념치킨,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵로 196,37.5647855757098,126.902730817168
177662,해피데이,Q05A08,후라이드/양념치킨,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 역말로 34-1,37.6056267725231,126.914136109894
177757,페리카나신월7점,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월7동,신월동,서울특별시 양천구 지양로7길 9,37.521534681933204,126.83306759379299
177802,도리쌀통닭풍납2호점,Q05A08,후라이드/양념치킨,서울특별시,송파구,풍납2동,풍납동,서울특별시 송파구 토성로15길 3-3,37.5293144221741,127.116915233107
177812,김가네옛날통닭,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로9길 16-1,37.5642013329657,127.08124385221201
177830,진미치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계4동,중계동,서울특별시 노원구 덕릉로82길 25,37.65843263660771,127.076672453478
177845,추억의통치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,난곡동,신림동,서울특별시 관악구 난곡로26길 39,37.4701899979764,126.921863927503
177890,오븐에빠진닭강변역점,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 10,37.5353444204635,127.093388186348
177891,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 동소문로 248,37.6034553919939,127.024542784767
177932,남도술상,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 강서로 237,37.5468543383879,126.835864227743
178003,도리쌀통닭뚝섬유원지점,Q05A08,후라이드/양념치킨,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 자양강변길 115,37.5323046774339,127.065240573301
178004,도리쌀통닭강일점,Q05A08,후라이드/양념치킨,서울특별시,강동구,강일동,강일동,서울특별시 강동구 아리수로 421,37.5646258275483,127.174057902277
178048,네네치킨방학2점,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 방학로 117,37.662648323004106,127.03929659364599
178085,케리홈치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학2동,방학동,서울특별시 도봉구 시루봉로19길 7,37.6686294680233,127.034674110832
178100,하우스치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문2동,이문동,서울특별시 동대문구 이문로 180,37.6026078304641,127.0622664607
178169,자담치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 목동서로 291,37.5216639285912,126.86951502485901
178309,얌채치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 두산로 24,37.4698029663645,126.89075837711
178316,통닭나라,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 거북골로20길 71,37.581065217688604,126.91126625835899
178323,송엘임치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 107,37.5315819781899,127.00117644169599
178483,천하일미닭강정,Q05A08,후라이드/양념치킨,서울특별시,관악구,신사동,신림동,서울특별시 관악구 남부순환로157길 63,37.4846351080442,126.91707697825899
178498,닭치고,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도1동,상도1동,서울특별시 동작구 상도로47길 13,37.4999845222717,126.951541528788
178730,참고을,Q05A08,후라이드/양념치킨,서울특별시,강동구,고덕1동,고덕동,서울특별시 강동구 고덕로61길 37,37.556446576729705,127.15276808373501
178973,오븐에빠진닭,Q05A08,후라이드/양념치킨,서울특별시,관악구,청룡동,봉천동,서울특별시 관악구 관악로 153,37.47900335276329,126.952026957794
179014,빅브라더치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로208길 20,37.6434883221862,127.065718759054
179041,창신통닭,Q05A08,후라이드/양념치킨,서울특별시,종로구,창신1동,창신동,서울특별시 종로구 종로51길 20,37.5728673537728,127.01182134292401
179060,굽네,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 은천로 61,37.486412619474,126.94221036273998
179184,투마리마늘치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신월4동,신월동,서울특별시 양천구 오목로5길 20,37.5238345428626,126.840611473671
179263,쌍둥이닭집,Q05A08,후라이드/양념치킨,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 삼양로154길 31,37.6556088135978,127.014964382455
179265,오마이치킨중계,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계1동,중계동,서울특별시 노원구 한글비석로5길 62,37.6463541190089,127.074929588492
179279,산들애치킨삼전점,Q05A08,후라이드/양념치킨,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 삼학사로 91,37.505438447965496,127.09692820138001
179340,미스터꿀보치킨중마초교,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 동일로72길 36,37.565449544261206,127.079541915313
179498,영계소문,Q05A08,후라이드/양념치킨,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 66-1,37.5351682137535,127.079925546984
179683,세르반테스통닭,Q05A08,후라이드/양념치킨,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 휘경로 12,37.595841955415004,127.061252936653
179710,다겐닭스,Q05A08,후라이드/양념치킨,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로59길 7,37.505434727937,126.882619561579
179804,맛데이치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림로 253-1,37.4776704465113,126.932972131403
