,상호명,상권업종소분류코드,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,위도,경도
389,바른치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로86길 17,37.5035560451156,127.051054283867
455,코리안바베큐,Q05A08,후라이드/양념치킨,서울특별시,은평구,녹번동,녹번동,서울특별시 은평구 은평로 213,37.6014235647028,126.93142225635
467,치킨호프,Q05A08,후라이드/양념치킨,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로 129,37.533880340132605,126.95747125158199
488,깐부치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관4로 100,37.649797276124794,126.9331319283
604,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 목동서로 291,37.5216639285912,126.86951502485901
656,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 망우로 478-1,37.600392773489496,127.10540779829701
668,뺑덕어멈,Q05A08,후라이드/양념치킨,서울특별시,구로구,개봉2동,개봉동,서울특별시 구로구 개봉로20길 109,37.49271441194529,126.860237676735
753,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,관악구,신원동,신림동,서울특별시 관악구 신원로 9,37.4803261708453,126.927733369023
770,플라토어학학원,Q05A08,후라이드/양념치킨,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 연희로 286,37.582583166292,126.93643552289801
789,금강치킨,Q05A08,후라이드/양념치킨,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 경인로 22,37.4893436775587,126.825200825021
992,가마로강정등촌역,Q05A08,후라이드/양념치킨,서울특별시,양천구,목3동,목동,서울특별시 양천구 목동중앙북로 7,37.549016107368104,126.86447345123501
1147,나폴리피자치킨,Q05A08,후라이드/양념치킨,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로43길 57,37.5531314119111,127.08990195705499
1262,굿앤닭,Q05A08,후라이드/양념치킨,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 한천로 148,37.57414713954,127.06723102837
1293,강정이기가막혀,Q05A08,후라이드/양념치킨,서울특별시,종로구,청운효자동,통인동,서울특별시 종로구 자하문로 35-2,37.5792148108203,126.97117246213999
1448,페리카나신길2점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,신길1동,신길동,서울특별시 영등포구 영등포로86길 12,37.5120276886766,126.92307219232
1492,대흥페리카나,Q05A08,후라이드/양념치킨,서울특별시,마포구,염리동,염리동,서울특별시 마포구 숭문16길 10,37.555736653313495,126.946980696991
1550,BBQ참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관4로 78-8,37.6459399029163,126.928053897842
1569,호식이두마리치킨성내점,Q05A08,후라이드/양념치킨,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 성안로 46,37.527751338232896,127.130917571567
1761,돌핀스양념통닭,Q05A08,후라이드/양념치킨,서울특별시,구로구,가리봉동,가리봉동,서울특별시 구로구 디지털로27길 89,37.48427631621829,126.889108423932
1809,치킨푸드,Q05A08,후라이드/양념치킨,서울특별시,강북구,삼양동,미아동,서울특별시 강북구 인수봉로 55,37.624806690357296,127.012233017411
1893,치킨클럽,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2907,37.491953639594605,127.05708145232799
1920,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도당로 115,37.6672067844889,127.039203833379
2027,본스치킨후암본동점,Q05A08,후라이드/양념치킨,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 47,37.550045708626,126.97711892026399
2029,오븐에빠진닭종로5가점,Q05A08,후라이드/양념치킨,서울특별시,종로구,종로5.6가동,종로5가,서울특별시 종로구 대학로1길 43,37.5717765187359,126.99998329373399
2151,굽네치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 동일로173가길 69,37.62134059354,127.072543567015
2273,숯불닭바베큐,Q05A08,후라이드/양념치킨,서울특별시,영등포구,신길6동,신길동,서울특별시 영등포구 신풍로19길 12-3,37.5012238973584,126.917131481131
2282,굽네치킨,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도당로 133,37.6674559700404,127.04103688362301
2309,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,도화동,도화동,서울특별시 마포구 새창로 15,37.54225417972621,126.951719344333
2339,겐야비어캔치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,대학동,신림동,서울특별시 관악구 대학길 86,37.466835557314795,126.937500988135
2562,와우치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,금호4가동,금호동4가,서울특별시 성동구 매봉길 24,37.547247302145,127.015735735182
2803,호치킨하우스온수역점,Q05A08,후라이드/양념치킨,서울특별시,구로구,수궁동,온수동,서울특별시 구로구 부일로1길 26-12,37.4922320688438,126.821186403734
2867,아트옵티컬,Q05A08,후라이드/양념치킨,서울특별시,구로구,고척1동,고척동,서울특별시 구로구 경인로43길 42,37.498195153725604,126.86142100033999
2940,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,동작구,흑석동,흑석동,서울특별시 동작구 흑석로 101-3,37.5078502790846,126.96067235983801
2961,깐부치킨홍대동교동점,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,동교동,서울특별시 마포구 동교로 191,37.5575328328421,126.922361010483
3002,후라이드치킨데이,Q05A08,후라이드/양념치킨,서울특별시,강북구,인수동,수유동,서울특별시 강북구 삼양로117길 37,37.6438702524142,127.014110925469
3025,BHC치킨&뿔난신,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계5동,상계동,서울특별시 노원구 한글비석로24길 27,37.662072658355605,127.072059701533
3055,페리카나신풍시장점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,신길3동,신길동,서울특별시 영등포구 가마산로61길 3-1,37.5055919383839,126.905181253297
3056,BBQ치킨우면점,Q05A08,후라이드/양념치킨,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 강남대로25길 37,37.4761904411695,127.036521719662
3253,밤푸스치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,일원1동,일원동,서울특별시 강남구 일원로5길 51,37.4922127823099,127.08429760210501
3329,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,수서동,수서동,서울특별시 강남구 광평로56길 8-9,37.4869438669085,127.10339271352699
3526,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,가락본동,가락동,서울특별시 송파구 송이로19길 5,37.4975530722631,127.121880953048
3551,치르치르,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로 54,37.48674884206179,127.01551235189699
3623,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 장승배기로 164,37.5123014180597,126.94038592528601
3701,왕십리별곡,Q05A08,후라이드/양념치킨,서울특별시,성동구,왕십리2동,하왕십리동,서울특별시 성동구 무학봉15다길 2,37.5624360670438,127.030635496369
3713,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관3로 70,37.642397530812396,126.92296051102
3748,노랑통닭,Q05A08,후라이드/양념치킨,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 증가로10길 35,37.5788119639694,126.923967702246
3884,치킨사냥,Q05A08,후라이드/양념치킨,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 오리로 1173,37.4879812038609,126.836846347458
3892,둘둘치킨문정1동점,Q05A08,후라이드/양념치킨,서울특별시,송파구,문정1동,문정동,서울특별시 송파구 문정로 7,37.4863030284903,127.12366355738001
3956,예스닭강정,Q05A08,후라이드/양념치킨,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 동일로180길 29,37.622564544103795,127.075802199765
3958,훌랄라숯불바베큐당산역점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유동2로 73,37.5351104453861,126.898436210177
3987,꾸꾸루꾸신정2점,Q05A08,후라이드/양념치킨,서울특별시,양천구,신정2동,신정동,서울특별시 양천구 신목로 45,37.5193245907951,126.872695152129
4009,페리카나구로2동점,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로2동,구로동,서울특별시 구로구 구로동로23길 7,37.4899103933636,126.88364241794399
4041,헬로우치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 언주로 702,37.515812425560604,127.03572975017599
4071,로젠,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 21-4,37.490873213094396,127.00982674583
4104,훌랄라참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계2동,월계동,서울특별시 노원구 초안산로1길 15,37.6270815006814,127.053417131696
4132,HBRD,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 올림픽로 76,37.5115546361439,127.079163533887
4169,닭익는마을스타시티,Q05A08,후라이드/양념치킨,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,37.5369968145663,127.072944230258
4221,훌랄라참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 상봉로 108,37.595434513839294,127.093271140578
4315,징기스칸양념치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,양평1동,양평동1가,서울특별시 영등포구 영등포로18길 10,37.521133928882996,126.89154870544701
4324,꾸꾸루꾸,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로208길 20,37.643236642195,127.06693435970101
4331,더후라이팬,Q05A08,후라이드/양념치킨,서울특별시,종로구,이화동,동숭동,서울특별시 종로구 동숭길 44-8,37.580098822690104,127.00492145152599
4401,황계닭강정,Q05A08,후라이드/양념치킨,서울특별시,관악구,남현동,남현동,서울특별시 관악구 남현길 48,37.47464765403821,126.976281967593
4430,치킨신드롬쌍문1호,Q05A08,후라이드/양념치킨,서울특별시,도봉구,쌍문4동,쌍문동,서울특별시 도봉구 해등로 231,37.657723323629604,127.032027303449
4435,맛그랑치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포본동,신길동,서울특별시 영등포구 신길로60길 16,37.5131449627724,126.912253696829
4466,페리카나치킨,Q05A08,후라이드/양념치킨,서울특별시,동작구,사당1동,사당동,서울특별시 동작구 동작대로7길 34,37.47923989039921,126.980086110284
4471,전설의치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,휘경2동,휘경동,서울특별시 동대문구 망우로12가길 10,37.5886213517309,127.05971311942301
4489,페리카나치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2917,37.4931595049826,127.05914706933399
4496,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,삼각산동,미아동,서울특별시 강북구 삼양로27길 19,37.6184785856806,127.02054050244699
4581,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,강동구,둔촌2동,둔촌동,서울특별시 강동구 천호대로182길 41,37.5318187405689,127.14126837410299
4659,굽네치킨상암,Q05A08,후라이드/양념치킨,서울특별시,마포구,상암동,상암동,서울특별시 마포구 월드컵북로 324,37.5753708127966,126.895760359005
4706,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계1동,월계동,서울특별시 노원구 광운로 37-1,37.620889171536604,127.058774448816
4759,땡큐맘치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,도화동,도화동,서울특별시 마포구 새창로8길 72,37.5386194079979,126.951317619533
4772,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,양재1동,우면동,서울특별시 서초구 바우뫼로7길 29,37.4707010497585,127.023116433216
4907,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관1로 55,37.6315031143934,126.927796801754
4936,블라블라,Q05A08,후라이드/양념치킨,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 257,37.508614488461795,127.011922479411
4961,전설의옛날통닭천호점,Q05A08,후라이드/양념치킨,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 구천면로41길 23,37.54658735462711,127.132679360805
4997,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,미성동,신림동,서울특별시 관악구 난우길 36,37.4760096831041,126.91780066503
5301,티바두마리치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,번3동,번동,서울특별시 강북구 한천로105길 33,37.625515701777296,127.045835505464
5303,충무치킨,Q05A08,후라이드/양념치킨,서울특별시,중구,광희동,충무로4가,서울특별시 중구 충무로2길 33,37.56241725680061,126.994980912442
5319,미스터짱닭치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계4동,중계동,서울특별시 노원구 한글비석로20길 17,37.6600128647677,127.073660745639
5343,교촌치킨면목2호점,Q05A08,후라이드/양념치킨,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 중랑천로 50,37.5896950475891,127.073570494998
5344,칼포니치킨,Q05A08,후라이드/양념치킨,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로21길 87,37.544683180690996,126.83589799231501
5453,오득항아리치킨본점,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로46길 10,37.54344775843779,127.09258846250499
5477,이태원숯불바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 224-1,37.5377319876592,126.98693904477301
5590,멕시카나,Q05A08,후라이드/양념치킨,서울특별시,서초구,양재1동,우면동,서울특별시 서초구 바우뫼로 20,37.4699799971801,127.02527377565
5684,호치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,월곡2동,상월곡동,서울특별시 성북구 장월로1길 63,37.605802308386394,127.044886864421
5695,훌랄라참숯바베큐,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계2동,월계동,서울특별시 노원구 월계로 325,37.6289453778409,127.056633619371
5776,핫썬치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 테헤란로34길 17,37.5004710680328,127.04059796145201
5795,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실7동,잠실동,서울특별시 송파구 올림픽로4길 15,37.5065668933501,127.077381174162
5838,치킨678서울대입구역점,Q05A08,후라이드/양념치킨,서울특별시,관악구,낙성대동,봉천동,서울특별시 관악구 남부순환로230길 15,37.47925091134079,126.955562396945
5841,멕시칸치킨강남점,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로37길 28-1,37.504289492442005,127.040345515837
5844,참존숯불바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,월곡2동,상월곡동,서울특별시 성북구 화랑로19길 64,37.6091271761039,127.050473419209
5915,파파이스마포도화점,Q05A08,후라이드/양념치킨,서울특별시,마포구,도화동,도화동,서울특별시 마포구 삼개로 16,37.5392770844715,126.947257482711
5947,호치킨하우스,Q05A08,후라이드/양념치킨,서울특별시,동작구,신대방1동,신대방동,서울특별시 동작구 신대방길 25,37.487986060224294,126.91109208514901
5969,치킨빡스,Q05A08,후라이드/양념치킨,서울특별시,관악구,대학동,신림동,서울특별시 관악구 관악로 1,37.4680295491979,126.959279517057
5971,BBQ치킨신촌역점,Q05A08,후라이드/양념치킨,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 봉원사길 8,37.567096229216,126.946696284315
6000,가마로강정,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 선릉로69길 20,37.498657995991394,127.04927283987699
6017,88켄터키,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥대로52길 38,37.4530605383965,126.9022402472
6048,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 진흥로1길 29,37.603052813790605,126.91838644802799
6275,페리카나길동2점,Q05A08,후라이드/양념치킨,서울특별시,강동구,길동,길동,서울특별시 강동구 천중로49길 29,37.5423556881669,127.143003368652
6276,그린숯불닭바베큐,Q05A08,후라이드/양념치킨,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 제기로 130,37.586414720345005,127.04746711208999
6289,둘둘치킨한성대점,Q05A08,후라이드/양념치킨,서울특별시,성북구,삼선동,삼선동2가,서울특별시 성북구 삼선교로10길 33,37.5866537510985,127.009725584412
6333,KFC,Q05A08,후라이드/양념치킨,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 당산로 42,37.5182279780668,126.895867705872
6370,둘둘치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로73길 26,37.499766866692,127.02502242000901
6408,통숯불바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로213길 21,37.6477047915566,127.05999995862899
6464,BHC치킨구의점,Q05A08,후라이드/양념치킨,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 56,37.5333435414868,127.092145165706
6506,오부장치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙남로 35,37.5370538524291,126.86671421145701
6520,놀부치킨,Q05A08,후라이드/양념치킨,서울특별시,성동구,용답동,용답동,서울특별시 성동구 용답중앙13길 16,37.5654034325872,127.053202027427
6529,또래오래,Q05A08,후라이드/양념치킨,서울특별시,은평구,구산동,구산동,서울특별시 은평구 서오릉로17길 13,37.613747450865795,126.908535922031
6737,야미또치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 양녕로 29,37.484674748523,126.94637329659099
6808,더후라이팬본사,Q05A08,후라이드/양념치킨,서울특별시,마포구,서강동,창전동,서울특별시 마포구 서강로 60,37.548512413999795,126.932166766336
6937,멕켄치킨,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계3동,월계동,서울특별시 노원구 마들로3길 37,37.6285978901722,127.06277836480301
6947,처갓집양념치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 중대로 24,37.488119012858895,127.111045390345
6960,꾸꾸루꾸,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 구로중앙로28길 24,37.499181506183,126.887394809074
7159,헬로우치킨&호프,Q05A08,후라이드/양념치킨,서울특별시,영등포구,대림1동,대림동,서울특별시 영등포구 대림로 148,37.494340343726,126.900595913161
7697,보드람치킨홍은점,Q05A08,후라이드/양념치킨,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 세검정로1길 35,37.5936338053595,126.943899084582
7783,서울의닭,Q05A08,후라이드/양념치킨,서울특별시,성북구,정릉3동,정릉동,서울특별시 성북구 솔샘로6길 52,37.6092533289267,127.00776107961599
7884,에디슨치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 약령시로17길 62,37.5858446919117,127.04271889713301
7977,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,반포3동,잠원동,서울특별시 서초구 반포대로 316,37.5072121022545,127.000528524476
8008,교촌치킨,Q05A08,후라이드/양념치킨,서울특별시,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로27길 2,37.49538047315271,126.985634151187
8060,굽네치킨잠실본동점,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 올림픽로10길 58,37.506713375173604,127.08114581171101
8158,치킨앤칩스성내점,Q05A08,후라이드/양념치킨,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 양재대로89가길 42,37.5247830978124,127.134085818304
8440,꼬꼬와톡,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼로20길 7,37.4947961873607,127.037492788732
8453,바삭바삭,Q05A08,후라이드/양념치킨,서울특별시,영등포구,양평1동,양평동2가,서울특별시 영등포구 영등포로 32,37.5227640772361,126.884770797957
8457,더맛존바베큐치킨남영점,Q05A08,후라이드/양념치킨,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로77길 8,37.5421902689819,126.972122783785
8459,KFC서초우성점,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 사임당로 171,37.492720890857704,127.028336934523
8534,참참치킨,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 영중로29길 2,37.5251440321255,126.905121838834
8590,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,금천구,시흥4동,시흥동,서울특별시 금천구 독산로 114,37.457506648158,126.90557747738801
8748,체스터치킨,Q05A08,후라이드/양념치킨,서울특별시,송파구,거여1동,거여동,서울특별시 송파구 거마로9길 13,37.4964469091685,127.144274665719
8883,깐부치킨강남역,Q05A08,후라이드/양념치킨,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로78길 14,37.4948924865489,127.03053663487499
8917,부어치킨,Q05A08,후라이드/양념치킨,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 신내역로3길 4,37.6194865577947,127.10668565126998
8925,맛치킨,Q05A08,후라이드/양념치킨,서울특별시,관악구,남현동,남현동,서울특별시 관악구 남현3길 70,37.4752238034087,126.980389417925
8974,멕시칸바베큐치킨,Q05A08,후라이드/양념치킨,서울특별시,강북구,번1동,번동,서울특별시 강북구 오패산로 390,37.636149229721,127.02833035647801
8990,BHC치킨,Q05A08,후라이드/양념치킨,서울특별시,동작구,상도1동,상도동,서울특별시 동작구 사당로 28,37.494927740121,126.957436230114
9169,치킨펍,Q05A08,후라이드/양념치킨,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 은평로9길 8,37.6008468411803,126.921510037486
9188,교촌치킨용문점,Q05A08,후라이드/양념치킨,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 106-3,37.5377397691624,126.959850290863
9219,BBQ치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,신사동,신사동,서울특별시 강남구 논현로175길 60,37.5243661844984,127.02400095203899
9314,마시내탕수육,Q05A08,후라이드/양념치킨,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로208길 20,37.643236642195,127.06693435970101
9345,투마리치킨영등포점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,영등포동,영등포동3가,서울특별시 영등포구 영등포로50길 12,37.5179368413954,126.909141165872
9459,오유니통닭,Q05A08,후라이드/양념치킨,서울특별시,중구,청구동,신당동,서울특별시 중구 다산로 152,37.557120453797495,127.012221742484
9464,또봉이통닭,Q05A08,후라이드/양념치킨,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 새말로18길 32,37.5052484216995,126.89249617367399
9465,OEC통치킨,Q05A08,후라이드/양념치킨,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동동로12길 37,37.5226473757185,126.87531498873999
9466,페리카나이대,Q05A08,후라이드/양념치킨,서울특별시,마포구,염리동,염리동,서울특별시 마포구 숭문16길 10,37.555736653313495,126.946980696991
9482,또래오래강남논현점,Q05A08,후라이드/양념치킨,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 학동로20길 24,37.511732046459606,127.028203643769
9503,명가옛날통닭,Q05A08,후라이드/양념치킨,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 사가정로 231,37.5789498041369,127.07066947459299
9509,삼삼치킨,Q05A08,후라이드/양념치킨,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 응암로 90,37.5807592906957,126.912289664334
9510,또래오래,Q05A08,후라이드/양념치킨,서울특별시,강북구,번2동,번동,서울특별시 강북구 오현로 163,37.6269938202757,127.03701412769199
9511,멕시카나,Q05A08,후라이드/양념치킨,서울특별시,관악구,행운동,봉천동,서울특별시 관악구 행운길 7,37.4794147893227,126.958816361033
9512,치킨플러스,Q05A08,후라이드/양념치킨,서울특별시,동작구,대방동,대방동,서울특별시 동작구 등용로 87,37.509126020862496,126.93197028578399
9513,부자치맥,Q05A08,후라이드/양념치킨,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 오금로 175,37.509515164163794,127.11410585761101
9514,순수치킨,Q05A08,후라이드/양념치킨,서울특별시,성북구,보문동,보문동7가,서울특별시 성북구 보문로13나길 16,37.5794285828108,127.021754223226
9582,사토치킨,Q05A08,후라이드/양념치킨,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 압구정로 216,37.5280731770483,127.031012473235
9627,툭툭샐러드바치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,서교동,서교동,서울특별시 마포구 홍익로 6,37.5532861334043,126.92402925401001
9644,페리카나행당동점,Q05A08,후라이드/양념치킨,서울특별시,성동구,행당1동,행당동,서울특별시 성동구 행당로 119,37.5582670779904,127.03208166914499
9794,KFC,Q05A08,후라이드/양념치킨,서울특별시,중구,명동,태평로1가,서울특별시 중구 세종대로 135-9,37.56881630201929,126.97629627959499
9880,돈치킨,Q05A08,후라이드/양념치킨,서울특별시,종로구,종로5.6가동,효제동,서울특별시 종로구 대학로 3,37.571494057521896,127.00174172580799
9963,BBQ치킨1000호점,Q05A08,후라이드/양념치킨,서울특별시,도봉구,방학2동,방학동,서울특별시 도봉구 시루봉로15자길 31,37.6704454318777,127.03087589903
9992,넘버원위드치킨,Q05A08,후라이드/양념치킨,서울특별시,마포구,신수동,신수동,서울특별시 마포구 토정로 223,37.544715150730205,126.935728969124
10035,KFC,Q05A08,후라이드/양념치킨,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 강남대로 423,37.500304869454006,127.02579578825001
10077,처갓집양념치킨상계5호점,Q05A08,후라이드/양념치킨,서울특별시,노원구,상계8동,상계동,서울특별시 노원구 노원로 564,37.6616397276889,127.056106692472
10078,멕시카나신내점,Q05A08,후라이드/양념치킨,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 봉화산로54길 8,37.607480939598496,127.097904449843
10379,계림원누룽지통닭전문점,Q05A08,후라이드/양념치킨,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 영신로 83,37.5151997032872,126.902552321168
10446,또봉이통닭오류점,Q05A08,후라이드/양념치킨,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 오류로 86,37.4924547713576,126.840961026945
10674,김판조닭강정,Q05A08,후라이드/양념치킨,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 석촌호수로12길 21,37.5087451169261,127.08402781937099
10705,치킨뱅이,Q05A08,후라이드/양념치킨,서울특별시,마포구,합정동,합정동,서울특별시 마포구 양화로3길 15,37.5496388776825,126.91146326421001
10911,네네치킨,Q05A08,후라이드/양념치킨,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 정릉천동로 58,37.5769754492665,127.035711406854
10948,가마로강정창동역점,Q05A08,후라이드/양념치킨,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 노해로63다길 21,37.6537745600753,127.04613132778499
11036,치킨마루,Q05A08,후라이드/양념치킨,서울특별시,노원구,월계1동,월계동,서울특별시 노원구 석계로 49,37.6172337736631,127.06252457039301
11037,더후라이팬,Q05A08,후라이드/양념치킨,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 연세로12길 23,37.5590739348532,126.938309092793
11278,Oh늘통닭우이직영점,Q05A08,후라이드/양념치킨,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 삼양로 538,37.651052491859204,127.01315471699199
